company_id,company_slug,batch,batch_code,year,subindustry,industry,subindustry_child
22776,sivo,Winter 2021,W21,2021.0,Fintech -> Credit and Lending,Fintech,Credit and Lending
22696,slashauth,Winter 2021,W21,2021.0,B2B -> Infrastructure,B2B,Infrastructure
22720,smartcuts,Winter 2021,W21,2021.0,B2B -> Productivity,B2B,Productivity
23036,solo,Winter 2021,W21,2021.0,Fintech -> Consumer Finance,Fintech,Consumer Finance
23421,somos,Winter 2021,W21,2021.0,Real Estate and Construction -> Housing and Real Estate,Real Estate and Construction,Housing and Real Estate
23226,soraban,Winter 2021,W21,2021.0,B2B -> Finance and Accounting,B2B,Finance and Accounting
23368,spline,Winter 2021,W21,2021.0,B2B -> Productivity,B2B,Productivity
22666,spokn,Winter 2021,W21,2021.0,B2B -> Operations,B2B,Operations
22713,spruceid,Winter 2021,W21,2021.0,Government,Government,
22669,stacksi,Winter 2021,W21,2021.0,B2B -> Security,B2B,Security
23236,stayflexi,Winter 2021,W21,2021.0,B2B,B2B,
23048,stoke-space,Winter 2021,W21,2021.0,Industrials -> Aviation and Space,Industrials,Aviation and Space
23063,striga,Winter 2021,W21,2021.0,Fintech -> Payments,Fintech,Payments
22785,supadock,Winter 2021,W21,2021.0,B2B -> Supply Chain and Logistics,B2B,Supply Chain and Logistics
23355,svix,Winter 2021,W21,2021.0,B2B -> Infrastructure,B2B,Infrastructure
23324,swadesi-way,Winter 2021,W21,2021.0,Consumer -> Food and Beverage,Consumer,Food and Beverage
23598,swiftsku,Winter 2021,W21,2021.0,B2B -> Retail,B2B,Retail
22662,taloflow,Winter 2021,W21,2021.0,"B2B -> Engineering, Product and Design",B2B,"Engineering, Product and Design"
23075,taofi,Winter 2021,W21,2021.0,Fintech,Fintech,
23084,taste,Winter 2021,W21,2021.0,Consumer -> Food and Beverage,Consumer,Food and Beverage
23008,techbiz,Winter 2021,W21,2021.0,B2B,B2B,
22782,terapify,Winter 2021,W21,2021.0,Healthcare -> Consumer Health and Wellness,Healthcare,Consumer Health and Wellness
