city,batch,count,batch_order,total_companies,share_pct
"Jakarta, Indonesia",Summer 2019,1,20192,176,0.57
"Jakarta, Indonesia",Summer 2020,1,20202,209,0.48
"Jakarta, Indonesia",Summer 2021,3,20212,391,0.77
"Jakarta, Indonesia",Winter 2022,13,20220,398,3.27
"Jakarta, Indonesia",Summer 2022,2,20222,234,0.85
"Jakarta, Indonesia",Winter 2023,2,20230,274,0.73
"Jeddah, Saudi Arabia",Summer 2022,1,20222,234,0.43
"Johannesburg, South Africa",Summer 2017,1,20172,125,0.8
"Kailua, USA",Winter 2011,1,20110,45,2.22
"Kailua, USA",Winter 2019,1,20190,194,0.52
"Kampala, Uganda",Winter 2022,1,20220,398,0.25
"Karachi, Pakistan",Winter 2021,1,20210,336,0.3
"Karachi, Pakistan",Winter 2022,2,20220,398,0.5
"Karachi, Pakistan",Summer 2022,1,20222,234,0.43
"Kathmandu, Nepal",Summer 2015,1,20152,104,0.96
"Kiel, Germany",Winter 2019,1,20190,194,0.52
"Kihei, USA",Winter 2016,1,20160,122,0.82
"Kinshasa, Democratic Republic of the Congo",Summer 2023,1,20232,220,0.45
"Kitchener, Canada",Summer 2011,1,20112,60,1.67
"Kitchener, Canada",Winter 2013,1,20130,46,2.17
"Kitchener, Canada",Summer 2013,1,20132,52,1.92
"Kitchener, Canada",Winter 2014,1,20140,74,1.35
"Kitchener, Canada",Summer 2014,2,20142,78,2.56
"Kitchener, Canada",Winter 2016,1,20160,122,0.82
"Kitchener, Canada",Summer 2016,1,20162,102,0.98
"Kitchener, Canada",Winter 2017,1,20170,116,0.86
"Kitchener, Canada",Winter 2018,2,20180,146,1.37
"Kitchener, Canada",Summer 2021,1,20212,391,0.26
"Kitchener, Canada",Winter 2022,2,20220,398,0.5
"Kitchener, Canada",Summer 2022,1,20222,234,0.43
"Kolkata, India",Winter 2020,1,20200,228,0.44
"Kowloon, Hong Kong",Summer 2015,1,20152,104,0.96
"Kraków, Poland",Summer 2013,1,20132,52,1.92
"Kraków, Poland",Summer 2019,1,20192,176,0.57
"Kraków, Poland",Summer 2021,1,20212,391,0.26
"Kristiansand, Norway",Summer 2022,1,20222,234,0.43
"Kuala Lumpur, Malaysia",Summer 2017,1,20172,125,0.8
"Kuala Lumpur, Malaysia",Winter 2019,1,20190,194,0.52
"Kuala Lumpur, Malaysia",Winter 2020,1,20200,228,0.44
"Kuala Lumpur, Malaysia",Winter 2021,1,20210,336,0.3
"Kuala Lumpur, Malaysia",Summer 2021,2,20212,391,0.51
"Kuala Lumpur, Malaysia",Winter 2022,1,20220,398,0.25
"Kyiv, Ukraine",Winter 2019,1,20190,194,0.52
"Kyiv, Ukraine",Summer 2022,1,20222,234,0.43
"LA, Nigeria",Summer 2017,1,20172,125,0.8
"LA, Nigeria",Winter 2022,1,20220,398,0.25
"LA, Nigeria",Summer 2022,1,20222,234,0.43
"LaBelle, USA",Winter 2018,1,20180,146,0.68
"Lagos, Nigeria",Winter 2016,1,20160,122,0.82
"Lagos, Nigeria",Summer 2016,1,20162,102,0.98
"Lagos, Nigeria",Winter 2017,4,20170,116,3.45
"Lagos, Nigeria",Summer 2017,1,20172,125,0.8
"Lagos, Nigeria",Summer 2018,2,20182,131,1.53
"Lagos, Nigeria",Winter 2019,3,20190,194,1.55
"Lagos, Nigeria",Winter 2020,4,20200,228,1.75
"Lagos, Nigeria",Winter 2021,4,20210,336,1.19
"Lagos, Nigeria",Summer 2021,2,20212,391,0.51
"Lagos, Nigeria",Winter 2022,9,20220,398,2.26
"Lagos, Nigeria",Summer 2022,4,20222,234,1.71
"Lagos, Nigeria",Winter 2023,2,20230,274,0.73
"Lagos, Nigeria",Summer 2023,1,20232,220,0.45
"Lahore, Pakistan",Winter 2020,1,20200,228,0.44
"Lahore, Pakistan",Summer 2020,1,20202,209,0.48
"Lahore, Pakistan",Winter 2023,1,20230,274,0.36
"Lake Oswego, USA",Summer 2024,1,20242,248,0.4
"Las Vegas, USA",Winter 2015,1,20150,110,0.91
"Las Vegas, USA",Summer 2017,1,20172,125,0.8
"Las Vegas, USA",Winter 2018,1,20180,146,0.68
"Las Vegas, USA",Winter 2021,1,20210,336,0.3
"Las Vegas, USA",Winter 2022,1,20220,398,0.25
"Lausanne, Switzerland",Summer 2021,1,20212,391,0.26
"Lausanne, Switzerland",Winter 2022,2,20220,398,0.5
"Lehi, USA",Winter 2014,1,20140,74,1.35
"Lehi, USA",Winter 2016,1,20160,122,0.82
"Lehi, USA",Summer 2019,1,20192,176,0.57
"Lehi, USA",Winter 2022,1,20220,398,0.25
"Lehi, USA",Summer 2022,1,20222,234,0.43
"Lehi, USA",Winter 2023,1,20230,274,0.36
"Lehi, USA",Winter 2024,2,20240,248,0.81
"Lehi, USA",Fall 2024,1,20243,94,1.06
"Leuven, Belgium",Winter 2025,1,20250,166,0.6
"Lima, Peru",Winter 2019,1,20190,194,0.52
"Lima, Peru",Summer 2019,1,20192,176,0.57
"Lima, Peru",Winter 2021,1,20210,336,0.3
"Lima, Peru",Summer 2021,2,20212,391,0.51
"Lima, Peru",Winter 2022,1,20220,398,0.25
"Lima, Peru",Summer 2022,1,20222,234,0.43
"Limerick, Ireland",Summer 2021,2,20212,391,0.51
"Limerick, Ireland",Summer 2023,1,20232,220,0.45
"Lisbon, Portugal",Winter 2014,1,20140,74,1.35
"Lisbon, Portugal",Winter 2019,1,20190,194,0.52
"Little Rock, USA",Winter 2020,1,20200,228,0.44
"Livermore, USA",Summer 2017,1,20172,125,0.8
"Ljubljana, Slovenia",Summer 2014,1,20142,78,1.28
"Ljubljana, Slovenia",Winter 2015,1,20150,110,0.91
"Ljubljana, Slovenia",Summer 2019,1,20192,176,0.57
"Ljubljana, Slovenia",Winter 2021,1,20210,336,0.3
"Ljubljana, Slovenia",Summer 2022,1,20222,234,0.43
"London, Canada",Summer 2014,1,20142,78,1.28
"London, United Kingdom",Summer 2005,1,20052,9,11.11
"London, United Kingdom",Summer 2007,1,20072,19,5.26
"London, United Kingdom",Winter 2008,1,20080,21,4.76
"London, United Kingdom",Summer 2009,1,20092,26,3.85
"London, United Kingdom",Summer 2010,1,20102,36,2.78
"London, United Kingdom",Summer 2011,1,20112,60,1.67
"London, United Kingdom",Winter 2012,1,20120,66,1.52
"London, United Kingdom",Summer 2012,2,20122,83,2.41
"London, United Kingdom",Winter 2014,1,20140,74,1.35
"London, United Kingdom",Summer 2014,2,20142,78,2.56
"London, United Kingdom",Winter 2015,2,20150,110,1.82
"London, United Kingdom",Summer 2015,4,20152,104,3.85
"London, United Kingdom",Summer 2016,1,20162,102,0.98
"London, United Kingdom",Winter 2017,1,20170,116,0.86
"London, United Kingdom",Summer 2017,6,20172,125,4.8
"London, United Kingdom",Winter 2018,6,20180,146,4.11
"London, United Kingdom",Summer 2018,4,20182,131,3.05
"London, United Kingdom",Winter 2019,5,20190,194,2.58
"London, United Kingdom",Summer 2019,3,20192,176,1.7
"London, United Kingdom",Winter 2020,7,20200,228,3.07
"London, United Kingdom",Summer 2020,11,20202,209,5.26
"London, United Kingdom",Winter 2021,10,20210,336,2.98
"London, United Kingdom",Summer 2021,19,20212,391,4.86
"London, United Kingdom",Winter 2022,14,20220,398,3.52
"London, United Kingdom",Summer 2022,10,20222,234,4.27
"London, United Kingdom",Winter 2023,4,20230,274,1.46
"London, United Kingdom",Summer 2023,14,20232,220,6.36
"London, United Kingdom",Winter 2024,7,20240,248,2.82
"London, United Kingdom",Summer 2024,16,20242,248,6.45
"London, United Kingdom",Fall 2024,2,20243,94,2.13
"London, United Kingdom",Winter 2025,5,20250,166,3.01
"London, United Kingdom",Spring 2025,13,20251,143,9.09
"London, United Kingdom",Summer 2025,3,20252,166,1.81
"London, United Kingdom",Fall 2025,6,20253,146,4.11
"London, United Kingdom",Winter 2026,8,20260,199,4.02
"London, United Kingdom",Spring 2026,4,20261,195,2.05
"London, United Kingdom",Summer 2026,5,20262,235,2.13
"Los Angeles, USA",Winter 2006,1,20060,7,14.29
"Los Angeles, USA",Winter 2010,1,20100,27,3.7
"Los Angeles, USA",Summer 2010,2,20102,36,5.56
"Los Angeles, USA",Winter 2011,2,20110,45,4.44
"Los Angeles, USA",Summer 2011,1,20112,60,1.67
"Los Angeles, USA",Winter 2012,1,20120,66,1.52
"Los Angeles, USA",Summer 2012,2,20122,83,2.41
"Los Angeles, USA",Summer 2013,2,20132,52,3.85
"Los Angeles, USA",Winter 2014,3,20140,74,4.05
"Los Angeles, USA",Summer 2014,2,20142,78,2.56
"Los Angeles, USA",Winter 2015,5,20150,110,4.55
"Los Angeles, USA",Summer 2015,4,20152,104,3.85
"Los Angeles, USA",Winter 2016,8,20160,122,6.56
"Los Angeles, USA",Summer 2016,4,20162,102,3.92
"Los Angeles, USA",Winter 2017,4,20170,116,3.45
"Los Angeles, USA",Summer 2017,5,20172,125,4.0
"Los Angeles, USA",Winter 2018,2,20180,146,1.37
"Los Angeles, USA",Summer 2018,4,20182,131,3.05
"Los Angeles, USA",Winter 2019,10,20190,194,5.15
"Los Angeles, USA",Summer 2019,8,20192,176,4.55
"Los Angeles, USA",Winter 2020,12,20200,228,5.26
"Los Angeles, USA",Summer 2020,5,20202,209,2.39
"Los Angeles, USA",Winter 2021,9,20210,336,2.68
"Los Angeles, USA",Summer 2021,17,20212,391,4.35
"Los Angeles, USA",Winter 2022,15,20220,398,3.77
"Los Angeles, USA",Summer 2022,7,20222,234,2.99
"Los Angeles, USA",Winter 2023,7,20230,274,2.55
"Los Angeles, USA",Summer 2023,4,20232,220,1.82
"Los Angeles, USA",Winter 2024,1,20240,248,0.4
"Los Angeles, USA",Summer 2024,5,20242,248,2.02
"Los Angeles, USA",Fall 2024,1,20243,94,1.06
"Los Angeles, USA",Winter 2025,3,20250,166,1.81
"Los Angeles, USA",Spring 2025,5,20251,143,3.5
"Los Angeles, USA",Summer 2025,2,20252,166,1.2
"Los Angeles, USA",Fall 2025,4,20253,146,2.74
"Los Angeles, USA",Winter 2026,2,20260,199,1.01
"Los Angeles, USA",Spring 2026,2,20261,195,1.03
"Los Angeles, USA",Summer 2026,7,20262,235,2.98
"Los Gatos, USA",Winter 2012,1,20120,66,1.52
"Louisville, USA",Winter 2019,1,20190,194,0.52
"Lucerne Valley, USA",Summer 2008,1,20082,22,4.55
"Lusaka, Zambia",Summer 2021,1,20212,391,0.26
"MH, India",Summer 2015,1,20152,104,0.96
"MH, India",Summer 2017,1,20172,125,0.8
"MH, India",Winter 2018,1,20180,146,0.68
"MH, India",Winter 2020,5,20200,228,2.19
"MH, India",Winter 2021,3,20210,336,0.89
"MH, India",Summer 2021,3,20212,391,0.77
"MH, India",Winter 2022,2,20220,398,0.5
"Maastricht, Netherlands",Winter 2018,1,20180,146,0.68
"Madrid, Spain",Winter 2015,1,20150,110,0.91
"Madrid, Spain",Summer 2021,2,20212,391,0.51
"Madrid, Spain",Winter 2022,2,20220,398,0.5
"Madrid, Spain",Summer 2022,1,20222,234,0.43
"Madrid, Spain",Winter 2023,1,20230,274,0.36
"Makati, Philippines",Winter 2013,1,20130,46,2.17
"Makati, Philippines",Winter 2021,1,20210,336,0.3
"Makati, Philippines",Summer 2021,1,20212,391,0.26
"Makati, Philippines",Summer 2022,1,20222,234,0.43
"Malmö, Sweden",Winter 2016,1,20160,122,0.82
"Manama, Bahrain",Winter 2022,1,20220,398,0.25
"Manaus, Brazil",Summer 2022,1,20222,234,0.43
"Manchester, United Kingdom",Winter 2022,1,20220,398,0.25
"Manchester, United Kingdom",Winter 2023,1,20230,274,0.36
"Manchester, United Kingdom",Spring 2026,1,20261,195,0.51
"Manila, Philippines",Winter 2021,2,20210,336,0.6
"Manila, Philippines",Summer 2021,1,20212,391,0.26
"Mannheim, Germany",Winter 2022,1,20220,398,0.25
"Maracaibo, Venezuela",Winter 2022,1,20220,398,0.25
"Marina del Rey, USA",Summer 2016,1,20162,102,0.98
"Maringá, Brazil",Summer 2021,1,20212,391,0.26
"McKinney, USA",Summer 2021,1,20212,391,0.26
"McLean, USA",Winter 2015,1,20150,110,0.91
"Medellín, Colombia",Winter 2020,1,20200,228,0.44
"Medellín, Colombia",Winter 2021,1,20210,336,0.3
"Medellín, Colombia",Winter 2022,1,20220,398,0.25
"Medellín, Colombia",Winter 2023,1,20230,274,0.36
"Melbourne, Australia",Summer 2019,1,20192,176,0.57
"Memphis, USA",Winter 2017,1,20170,116,0.86
"Memphis, USA",Summer 2021,1,20212,391,0.26
"Mesa, USA",Summer 2019,1,20192,176,0.57
"Mexico City, Mexico",Winter 2017,1,20170,116,0.86
"Mexico City, Mexico",Winter 2018,2,20180,146,1.37
"Mexico City, Mexico",Summer 2018,3,20182,131,2.29
"Mexico City, Mexico",Winter 2019,1,20190,194,0.52
"Mexico City, Mexico",Summer 2019,5,20192,176,2.84
"Mexico City, Mexico",Winter 2020,6,20200,228,2.63
"Mexico City, Mexico",Summer 2020,3,20202,209,1.44
"Mexico City, Mexico",Winter 2021,8,20210,336,2.38
"Mexico City, Mexico",Summer 2021,8,20212,391,2.05
"Mexico City, Mexico",Winter 2022,8,20220,398,2.01
"Mexico City, Mexico",Summer 2022,4,20222,234,1.71
"Mexico City, Mexico",Winter 2023,2,20230,274,0.73
"Mexico City, Mexico",Summer 2025,1,20252,166,0.6
"Miami Beach, USA",Winter 2020,1,20200,228,0.44
"Miami, USA",Winter 2015,1,20150,110,0.91
"Miami, USA",Summer 2015,1,20152,104,0.96
"Miami, USA",Summer 2016,1,20162,102,0.98
"Miami, USA",Winter 2017,1,20170,116,0.86
"Miami, USA",Summer 2017,2,20172,125,1.6
"Miami, USA",Summer 2018,1,20182,131,0.76
"Miami, USA",Winter 2019,3,20190,194,1.55
"Miami, USA",Summer 2020,2,20202,209,0.96
"Miami, USA",Winter 2021,3,20210,336,0.89
"Miami, USA",Summer 2021,5,20212,391,1.28
"Miami, USA",Winter 2022,4,20220,398,1.01
"Miami, USA",Summer 2022,2,20222,234,0.85
"Miami, USA",Winter 2023,1,20230,274,0.36
"Miami, USA",Fall 2024,1,20243,94,1.06
"Milan, Italy",Winter 2021,1,20210,336,0.3
"Milpitas, USA",Winter 2012,1,20120,66,1.52
"Milpitas, USA",Summer 2018,1,20182,131,0.76
"Minneapolis, USA",Summer 2009,1,20092,26,3.85
"Minneapolis, USA",Winter 2019,1,20190,194,0.52
"Minneapolis, USA",Summer 2020,1,20202,209,0.48
"Minneapolis, USA",Winter 2022,1,20220,398,0.25
"Missoula, USA",Summer 2010,1,20102,36,2.78
"Missoula, USA",Summer 2012,1,20122,83,1.2
"Monterrey, Mexico",Winter 2017,1,20170,116,0.86
"Monterrey, Mexico",Summer 2018,2,20182,131,1.53
"Monterrey, Mexico",Summer 2019,1,20192,176,0.57
"Monterrey, Mexico",Winter 2020,2,20200,228,0.88
"Monterrey, Mexico",Summer 2020,1,20202,209,0.48
"Monterrey, Mexico",Winter 2021,2,20210,336,0.6
"Monterrey, Mexico",Summer 2021,9,20212,391,2.3
"Monterrey, Mexico",Summer 2023,1,20232,220,0.45
"Montevideo, Uruguay",Winter 2023,1,20230,274,0.36
"Montreal, Canada",Winter 2016,1,20160,122,0.82
"Montreal, Canada",Summer 2016,1,20162,102,0.98
"Montreal, Canada",Winter 2017,1,20170,116,0.86
"Montreal, Canada",Summer 2017,1,20172,125,0.8
"Montreal, Canada",Summer 2019,1,20192,176,0.57
"Montreal, Canada",Winter 2020,1,20200,228,0.44
"Montreal, Canada",Winter 2023,1,20230,274,0.36
"Montreal, Canada",Winter 2024,1,20240,248,0.4
"Moscow, Russia",Summer 2016,1,20162,102,0.98
"Mumbai, India",Winter 2017,1,20170,116,0.86
"Mumbai, India",Winter 2019,1,20190,194,0.52
"Mumbai, India",Summer 2022,1,20222,234,0.43
"Munich, Germany",Winter 2019,1,20190,194,0.52
"Munich, Germany",Summer 2019,1,20192,176,0.57
"Munich, Germany",Summer 2021,2,20212,391,0.51
"Munich, Germany",Winter 2022,2,20220,398,0.5
"Munich, Germany",Winter 2023,2,20230,274,0.73
"Munich, Germany",Winter 2024,2,20240,248,0.81
"Munich, Germany",Summer 2024,1,20242,248,0.4
"Munich, Germany",Summer 2025,1,20252,166,0.6
"Mérida, Mexico",Summer 2021,1,20212,391,0.26
"NY, USA",Winter 2006,1,20060,7,14.29
"NY, USA",Summer 2020,1,20202,209,0.48
"Nairobi, Kenya",Summer 2015,1,20152,104,0.96
"Nairobi, Kenya",Winter 2020,1,20200,228,0.44
"Nairobi, Kenya",Summer 2020,1,20202,209,0.48
"Nairobi, Kenya",Winter 2021,1,20210,336,0.3
"Nairobi, Kenya",Summer 2021,1,20212,391,0.26
"Nairobi, Kenya",Winter 2022,1,20220,398,0.25
"Nairobi, Kenya",Summer 2022,1,20222,234,0.43
"Nairobi, Kenya",Summer 2023,1,20232,220,0.45
"Nairobi, Kenya",Winter 2024,1,20240,248,0.4
"Nantes, France",Summer 2018,1,20182,131,0.76
"Nashville, USA",Winter 2015,1,20150,110,0.91
"Nashville, USA",Summer 2016,1,20162,102,0.98
"Nashville, USA",Winter 2022,1,20220,398,0.25
"New Delhi, India",Summer 2016,1,20162,102,0.98
"New Delhi, India",Winter 2019,3,20190,194,1.55
"New Delhi, India",Summer 2019,1,20192,176,0.57
"New Delhi, India",Winter 2020,2,20200,228,0.88
"New Delhi, India",Winter 2021,1,20210,336,0.3
"New Delhi, India",Summer 2021,2,20212,391,0.51
"New Delhi, India",Summer 2024,1,20242,248,0.4
"New Orleans, USA",Summer 2017,1,20172,125,0.8
"New York City, USA",Summer 2006,1,20062,10,10.0
"New York City, USA",Winter 2007,1,20070,13,7.69
"New York City, USA",Summer 2007,1,20072,19,5.26
"New York City, USA",Summer 2008,2,20082,22,9.09
"New York City, USA",Summer 2009,1,20092,26,3.85
"New York City, USA",Winter 2010,1,20100,27,3.7
"New York City, USA",Summer 2010,3,20102,36,8.33
"New York City, USA",Winter 2011,3,20110,45,6.67
"New York City, USA",Summer 2011,6,20112,60,10.0
"New York City, USA",Winter 2012,5,20120,66,7.58
"New York City, USA",Summer 2012,4,20122,83,4.82
"New York City, USA",Winter 2013,4,20130,46,8.7
"New York City, USA",Summer 2013,6,20132,52,11.54
"New York City, USA",Winter 2014,9,20140,74,12.16
"New York City, USA",Summer 2014,9,20142,78,11.54
"New York City, USA",Winter 2015,14,20150,110,12.73
"New York City, USA",Summer 2015,9,20152,104,8.65
"New York City, USA",Winter 2016,12,20160,122,9.84
"New York City, USA",Summer 2016,7,20162,102,6.86
"New York City, USA",Winter 2017,14,20170,116,12.07
"New York City, USA",Summer 2017,9,20172,125,7.2
"New York City, USA",Winter 2018,13,20180,146,8.9
"New York City, USA",Summer 2018,13,20182,131,9.92
"New York City, USA",Winter 2019,17,20190,194,8.76
"New York City, USA",Summer 2019,27,20192,176,15.34
"New York City, USA",Winter 2020,22,20200,228,9.65
"New York City, USA",Summer 2020,31,20202,209,14.83
"New York City, USA",Winter 2021,44,20210,336,13.1
"New York City, USA",Summer 2021,36,20212,391,9.21
"New York City, USA",Winter 2022,51,20220,398,12.81
"New York City, USA",Summer 2022,26,20222,234,11.11
"New York City, USA",Winter 2023,49,20230,274,17.88
"New York City, USA",Summer 2023,42,20232,220,19.09
"New York City, USA",Winter 2024,40,20240,248,16.13
"New York City, USA",Summer 2024,28,20242,248,11.29
"New York City, USA",Fall 2024,22,20243,94,23.4
"New York City, USA",Winter 2025,19,20250,166,11.45
"New York City, USA",Spring 2025,21,20251,143,14.69
"New York City, USA",Summer 2025,25,20252,166,15.06
"New York City, USA",Fall 2025,15,20253,146,10.27
"New York City, USA",Winter 2026,20,20260,199,10.05
"New York City, USA",Spring 2026,16,20261,195,8.21
"New York City, USA",Summer 2026,16,20262,235,6.81
"Newport Beach, USA",Summer 2013,1,20132,52,1.92
"Niagara Falls, USA",Winter 2015,1,20150,110,0.91
"Nicosia, Cyprus",Summer 2021,1,20212,391,0.26
"Noida, India",Winter 2018,1,20180,146,0.68
"Noida, India",Winter 2020,1,20200,228,0.44
"North Kingstown, USA",Winter 2021,1,20210,336,0.3
"North Vancouver, Canada",Winter 2023,1,20230,274,0.36
"Norwalk, USA",Winter 2022,1,20220,398,0.25
"Nottingham, United Kingdom",Winter 2022,1,20220,398,0.25
"ON, Canada",Winter 2015,1,20150,110,0.91
"Olathe, USA",Summer 2025,1,20252,166,0.6
"Omaha, USA",Winter 2021,1,20210,336,0.3
"Ontario, USA",Winter 2021,2,20210,336,0.6
"Orem, USA",Winter 2021,2,20210,336,0.6
"Orem, USA",Winter 2022,1,20220,398,0.25
"Orem, USA",Winter 2023,1,20230,274,0.36
"Orlando, USA",Winter 2016,1,20160,122,0.82
"Orlando, USA",Winter 2019,1,20190,194,0.52
"Orlando, USA",Summer 2022,1,20222,234,0.43
"Orlando, USA",Summer 2025,1,20252,166,0.6
"Oslo, Norway",Winter 2016,1,20160,122,0.82
"Oslo, Norway",Summer 2020,1,20202,209,0.48
"Oslo, Norway",Winter 2021,2,20210,336,0.6
"Oslo, Norway",Winter 2022,1,20220,398,0.25
"Oslo, Norway",Fall 2025,1,20253,146,0.68
"Oslo, Norway",Winter 2026,1,20260,199,0.5
"Oslo, Norway",Summer 2026,1,20262,235,0.43
"Ottawa, Canada",Winter 2014,1,20140,74,1.35
"Ottawa, Canada",Summer 2014,1,20142,78,1.28
"Ottawa, Canada",Summer 2018,1,20182,131,0.76
"Ottawa, Canada",Summer 2021,1,20212,391,0.26
"Ottawa, Canada",Summer 2024,1,20242,248,0.4
"Oxford, United Kingdom",Winter 2017,1,20170,116,0.86
"Oxford, United Kingdom",Winter 2019,1,20190,194,0.52
"Oxford, United Kingdom",Summer 2021,1,20212,391,0.26
"Oxford, United Kingdom",Summer 2024,1,20242,248,0.4
"Palm Beach Gardens, USA",Summer 2022,1,20222,234,0.43
"Panama City, Panama",Winter 2019,1,20190,194,0.52
"Panama City, Panama",Summer 2020,1,20202,209,0.48
"Panama City, Panama",Winter 2022,2,20220,398,0.5
"Panama City, Panama",Summer 2022,1,20222,234,0.43
"Paris, France",Summer 2014,2,20142,78,2.56
"Paris, France",Summer 2015,1,20152,104,0.96
"Paris, France",Summer 2016,1,20162,102,0.98
"Paris, France",Winter 2017,2,20170,116,1.72
"Paris, France",Summer 2017,2,20172,125,1.6
"Paris, France",Winter 2018,2,20180,146,1.37
"Paris, France",Summer 2019,3,20192,176,1.7
"Paris, France",Winter 2020,3,20200,228,1.32
"Paris, France",Summer 2020,3,20202,209,1.44
"Paris, France",Winter 2021,6,20210,336,1.79
"Paris, France",Summer 2021,7,20212,391,1.79
"Paris, France",Winter 2022,3,20220,398,0.75
"Paris, France",Summer 2022,4,20222,234,1.71
"Paris, France",Winter 2023,4,20230,274,1.46
"Paris, France",Summer 2023,5,20232,220,2.27
"Paris, France",Winter 2024,4,20240,248,1.61
"Paris, France",Summer 2024,5,20242,248,2.02
"Paris, France",Fall 2024,1,20243,94,1.06
"Paris, France",Winter 2025,2,20250,166,1.2
"Paris, France",Spring 2025,6,20251,143,4.2
"Paris, France",Summer 2025,1,20252,166,0.6
"Paris, France",Fall 2025,2,20253,146,1.37
"Paris, France",Winter 2026,2,20260,199,1.01
"Paris, France",Spring 2026,1,20261,195,0.51
"Paris, France",Summer 2026,1,20262,235,0.43
"Philadelphia, USA",Summer 2014,1,20142,78,1.28
"Philadelphia, USA",Winter 2019,2,20190,194,1.03
"Philadelphia, USA",Winter 2020,1,20200,228,0.44
"Philadelphia, USA",Summer 2020,1,20202,209,0.48
"Philadelphia, USA",Winter 2021,1,20210,336,0.3
"Philadelphia, USA",Summer 2021,2,20212,391,0.51
"Philadelphia, USA",Winter 2023,2,20230,274,0.73
"Philadelphia, USA",Summer 2023,1,20232,220,0.45
"Philadelphia, USA",Summer 2024,1,20242,248,0.4
"Philadelphia, USA",Summer 2025,1,20252,166,0.6
"Pittsburgh, USA",Winter 2016,3,20160,122,2.46
"Pittsburgh, USA",Summer 2018,1,20182,131,0.76
"Pittsburgh, USA",Winter 2023,2,20230,274,0.73
"Pittsburgh, USA",Summer 2025,1,20252,166,0.6
"Plymouth, USA",Winter 2020,1,20200,228,0.44
"Port St. Lucie, USA",Winter 2019,1,20190,194,0.52
"Portland, USA",Winter 2012,1,20120,66,1.52
"Portland, USA",Summer 2013,1,20132,52,1.92
"Portland, USA",Winter 2014,1,20140,74,1.35
"Portland, USA",Summer 2017,1,20172,125,0.8
"Portland, USA",Winter 2018,2,20180,146,1.37
"Portland, USA",Summer 2018,1,20182,131,0.76
"Portland, USA",Summer 2019,1,20192,176,0.57
"Portland, USA",Summer 2020,2,20202,209,0.96
"Portland, USA",Winter 2022,1,20220,398,0.25
"Portland, USA",Summer 2022,1,20222,234,0.43
"Portland, USA",Winter 2023,1,20230,274,0.36
"Potsdam, Germany",Summer 2022,1,20222,234,0.43
"Prague, Czechia",Summer 2014,1,20142,78,1.28
"Prague, Czechia",Winter 2019,1,20190,194,0.52
"Princeton, USA",Winter 2009,1,20090,16,6.25
"Providencia, Chile",Summer 2020,1,20202,209,0.48
"Provo, USA",Winter 2019,1,20190,194,0.52
"Provo, USA",Winter 2021,1,20210,336,0.3
"Provo, USA",Summer 2023,1,20232,220,0.45
"Pune, India",Summer 2022,1,20222,234,0.43
"Quito, Ecuador",Summer 2021,1,20212,391,0.26
"Raipur, India",Winter 2021,1,20210,336,0.3
"Raleigh, USA",Summer 2020,2,20202,209,0.96
"Raleigh, USA",Winter 2022,1,20220,398,0.25
"Recife, Brazil",Winter 2020,1,20200,228,0.44
"Remote, USA",Summer 2016,1,20162,102,0.98
"Remote, USA",Winter 2021,1,20210,336,0.3
"Remote, USA",Summer 2021,1,20212,391,0.26
"Remote, USA",Summer 2022,1,20222,234,0.43
"Reston, USA",Winter 2021,1,20210,336,0.3
"Reykjavík, Iceland",Winter 2019,1,20190,194,0.52
"Riga, Latvia",Winter 2018,1,20180,146,0.68
"Ringwood, USA",Winter 2011,1,20110,45,2.22
"Rio de Janeiro, Brazil",Summer 2013,1,20132,52,1.92
"Rio de Janeiro, Brazil",Summer 2021,1,20212,391,0.26
"Riyadh, Saudi Arabia",Summer 2022,2,20222,234,0.85
"Riyadh, Saudi Arabia",Winter 2023,1,20230,274,0.36
"Rochester, USA",Summer 2021,1,20212,391,0.26
"SC, Brazil",Winter 2021,1,20210,336,0.3
"Sacramento, USA",Summer 2012,1,20122,83,1.2
"Sacramento, USA",Winter 2014,1,20140,74,1.35
"Sacramento, USA",Winter 2018,1,20180,146,0.68
"Sacramento, USA",Winter 2023,1,20230,274,0.36
"Saint Petersburg, USA",Winter 2021,1,20210,336,0.3
"Saint Petersburg, USA",Winter 2022,1,20220,398,0.25
"Salt Lake City, USA",Summer 2014,1,20142,78,1.28
"Salt Lake City, USA",Summer 2015,1,20152,104,0.96
"Salt Lake City, USA",Summer 2016,1,20162,102,0.98
"Salt Lake City, USA",Winter 2018,1,20180,146,0.68
"Salt Lake City, USA",Summer 2020,1,20202,209,0.48
"Salt Lake City, USA",Summer 2021,1,20212,391,0.26
"Salt Lake City, USA",Winter 2022,3,20220,398,0.75
"Salt Lake City, USA",Summer 2022,2,20222,234,0.85
"Salt Lake City, USA",Winter 2024,1,20240,248,0.4
"Salt Lake City, USA",Fall 2024,1,20243,94,1.06
"Salt Lake City, USA",Winter 2025,1,20250,166,0.6
"Salt Lake City, USA",Spring 2026,1,20261,195,0.51
"Salt Lake City, USA",Summer 2026,1,20262,235,0.43
"Salt Lake City, USA",Fall 2026,1,20263,35,2.86
"San Antonio, USA",Summer 2012,1,20122,83,1.2
"San Clemente, USA",Winter 2016,1,20160,122,0.82
"San Clemente, USA",Summer 2021,1,20212,391,0.26
"San Diego, USA",Summer 2014,1,20142,78,1.28
